301,Remove Invalid Parentheses,43.3%,Hard,3.2812706407880663, https://leetcode.com/problems/remove-invalid-parentheses
273,Integer to English Words,27.1%,Hard,3.0556280261825237, https://leetcode.com/problems/integer-to-english-words
269,Alien Dictionary,33.3%,Hard,2.878368669651309, https://leetcode.com/problems/alien-dictionary
158,Read N Characters Given Read4 II - Call multiple times,33.8%,Hard,2.5420251257467097, https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times
124,Binary Tree Maximum Path Sum,34.3%,Hard,2.5244353385109877, https://leetcode.com/problems/binary-tree-maximum-path-sum
297,Serialize and Deserialize Binary Tree,47.5%,Hard,2.4916605427137495, https://leetcode.com/problems/serialize-and-deserialize-binary-tree
23,Merge k Sorted Lists,40.2%,Hard,2.1408121493810057, https://leetcode.com/problems/merge-k-sorted-lists
282,Expression Add Operators,35.5%,Hard,1.9743024644234966, https://leetcode.com/problems/expression-add-operators
340,Longest Substring with At Most K Distinct Characters,44.1%,Hard,1.9268050203671723, https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters
65,Valid Number,15.3%,Hard,1.8249221481329196, https://leetcode.com/problems/valid-number
76,Minimum Window Substring,34.6%,Hard,1.7452444146734871, https://leetcode.com/problems/minimum-window-substring
689,Maximum Sum of 3 Non-Overlapping Subarrays,46.3%,Hard,1.5757403799369294, https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays
42,Trapping Rain Water,48.9%,Hard,1.195895799454225, https://leetcode.com/problems/trapping-rain-water
1216,Valid Palindrome III,47.8%,Hard,0.8187244879431477, https://leetcode.com/problems/valid-palindrome-iii
317,Shortest Distance from All Buildings,41.4%,Hard,0.7748252115742125, https://leetcode.com/problems/shortest-distance-from-all-buildings
839,Similar String Groups,38.6%,Hard,0.6425949013971141, https://leetcode.com/problems/similar-string-groups
432,All O`one Data Structure,32.4%,Hard,0.6277764653542548, https://leetcode.com/problems/all-oone-data-structure
480,Sliding Window Median,37.2%,Hard,0.6193030606504982, https://leetcode.com/problems/sliding-window-median
10,Regular Expression Matching,26.8%,Hard,0.5850984373117593, https://leetcode.com/problems/regular-expression-matching
126,Word Ladder II,22.1%,Hard,0.5693600008081126, https://leetcode.com/problems/word-ladder-ii
140,Word Break II,32.6%,Hard,0.4761853504191846, https://leetcode.com/problems/word-break-ii
772,Basic Calculator III,41.3%,Hard,0.462623521948113, https://leetcode.com/problems/basic-calculator-iii
1269,Number of Ways to Stay in the Same Place After Some Steps,43.2%,Hard,0.4557571315683002, https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps
329,Longest Increasing Path in a Matrix,43.4%,Hard,0.4510648782793416, https://leetcode.com/problems/longest-increasing-path-in-a-matrix
224,Basic Calculator,36.8%,Hard,0.42504615330727086, https://leetcode.com/problems/basic-calculator
568,Maximum Vacation Days,40.8%,Hard,0.4036217896138752, https://leetcode.com/problems/maximum-vacation-days
827,Making A Large Island,45.7%,Hard,0.32879599515977564, https://leetcode.com/problems/making-a-large-island
381,Insert Delete GetRandom O(1) - Duplicates allowed,34.1%,Hard,0.32306557634109756, https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed
